custid,평균구매가격,구매브랜드종류,코너별구매건,아침구매액,점심구매액,봄구매액,여름구매액,가을구매액,겨울구매액,내점구매율,pred
102720,72434,16,6399,72434.483,1303820.69,144868.966,1086517.241,434606.897,579475.862,1.933,0.0
102706,147212,12,6399,147211.765,736058.824,588847.059,294423.529,1030482.353,588847.059,1.214,0.0
102703,109370,29,6399,2624874.442,7327774.484,1531176.758,2406134.905,4593530.274,1859286.063,2.879,0.0
103934,117200,8,6399,234400.0,586000.0,351600.0,351600.0,351600.0,117200.0,2.5,0.0
103961,79982,13,6399,79981.905,1039764.762,639855.238,799819.048,239945.714,79981.905,1.75,0.0
103969,189908,5,6399,189908.3,949541.5,189908.3,189908.3,1329358.1,189908.3,2.0,0.0
100792,144571,5,1753,433714.286,578285.714,578285.714,144571.429,144571.429,433714.286,2.333,0.0
101198,55008,4,1753,55008.0,165024.0,165024.0,55008.0,110016.0,55008.0,1.0,0.0
101101,238371,6,1753,476742.857,1191857.143,238371.429,238371.429,238371.429,1430228.571,1.75,0.0
101090,68833,3,1753,68833.333,137666.667,137666.667,68833.333,68833.333,413000.0,1.0,0.0
101078,116338,27,1753,465351.149,3955484.766,698026.723,2210417.957,1977742.383,581688.936,3.133,0.0
100938,121750,6,1753,121750.0,608750.0,365250.0,121750.0,121750.0,608750.0,2.0,0.0
100793,79166,26,1753,237496.816,1029152.868,395828.026,1266649.684,237496.816,1108318.474,1.583,0.0
100720,55125,4,1753,55125.0,220500.0,110250.0,220500.0,55125.0,55125.0,1.333,0.0
101425,74615,6,1753,223845.0,373075.0,74615.0,74615.0,149230.0,373075.0,1.143,0.0
100662,78643,7,1753,78642.857,235928.571,471857.143,78642.857,78642.857,78642.857,2.333,0.0
100518,51833,3,1753,51833.333,155500.0,103666.667,103666.667,51833.333,51833.333,1.0,0.0
100496,113250,4,1753,113250.0,339750.0,226500.0,113250.0,453000.0,113250.0,2.0,0.0
100469,97222,8,1753,97222.222,388888.889,291666.667,583333.333,97222.222,97222.222,3.0,0.0
100423,83112,8,1753,498671.25,748006.875,1080454.375,83111.875,249335.625,581783.125,1.6,0.0
100289,70525,26,1753,282100.0,2115750.0,352625.0,634725.0,1551550.0,564200.0,1.692,0.0
101298,68708,38,1753,1236737.217,2954427.797,1374152.464,1236737.217,1168029.594,961906.725,1.769,0.0
101452,33571,5,1753,33571.429,100714.286,67142.857,33571.429,201428.571,33571.429,2.333,0.0
104027,144689,33,6399,1157510.162,7379127.284,4774729.419,578755.081,3906596.797,1446887.703,2.0,0.0
101752,55667,3,1753,55666.667,167000.0,167000.0,55666.667,55666.667,55666.667,3.0,0.0
102115,101016,43,1753,2525411.429,3131510.171,2525411.429,1616263.314,2222362.057,707115.2,2.414,0.0
102058,76889,14,1753,153778.947,999563.158,461336.842,845784.211,153778.947,76889.474,1.9,0.0
102008,146880,15,1753,440640.0,2496960.0,440640.0,146880.0,1028160.0,1468800.0,4.0,0.0
101930,237546,17,1753,2375461.538,3325646.154,475092.308,1662823.077,2850553.846,1187730.769,2.167,0.0
101894,28750,3,1753,28750.0,28750.0,115000.0,28750.0,28750.0,28750.0,2.0,0.0
101820,61975,44,1753,743702.615,3656537.859,1921231.756,1549380.449,309876.09,1053578.705,2.167,0.0
101670,91866,57,1753,3950257.708,3950257.708,2296661.458,3399058.958,3307192.5,4225857.083,1.582,0.0
101476,101167,3,1753,101166.667,303500.0,303500.0,101166.667,101166.667,101166.667,1.5,0.0
101646,210143,4,1753,210142.857,840571.429,840571.429,210142.857,210142.857,420285.714,1.75,0.0
101564,209189,16,1753,209188.571,2301074.286,627565.714,209188.571,9413485.714,209188.571,4.083,0.0
101553,63477,7,1753,63476.923,825200.0,444338.462,63476.923,317384.615,63476.923,2.167,0.0
101531,62945,11,1753,125889.778,503559.111,629448.889,314724.444,188834.667,62944.889,1.636,0.0
101527,121800,7,1753,121800.0,852600.0,243600.0,243600.0,974400.0,121800.0,2.5,0.0
101491,61000,3,1753,61000.0,183000.0,122000.0,122000.0,61000.0,61000.0,1.5,0.0
100210,93497,23,1753,373989.091,2337431.818,654480.909,1308961.818,467486.364,654480.909,1.941,0.0
100066,102457,17,1753,307371.828,1741773.69,819658.207,922115.483,307371.828,922115.483,1.526,0.0
104963,263638,3,6399,1581825.0,527275.0,527275.0,263637.5,263637.5,2109100.0,2.667,0.0
104192,352200,8,6399,1056600.0,2465400.0,1408800.0,352200.0,1761000.0,352200.0,1.667,0.0
104468,197832,22,6399,395664.516,2373987.097,2571819.355,593496.774,2176154.839,791329.032,2.067,0.0
104451,81914,34,6399,1310624.0,2621248.0,1146796.0,1802108.0,409570.0,1064882.0,1.8,0.0
104360,129500,3,6399,129500.0,388500.0,129500.0,259000.0,129500.0,129500.0,1.5,0.0
104279,154608,14,6399,618430.222,1082252.889,154607.556,463822.667,1082252.889,1082252.889,1.636,0.0
104264,144857,6,6399,144857.143,434571.429,434571.429,579428.571,144857.143,144857.143,1.4,0.0
104222,67811,36,6399,474673.684,3933010.526,1356210.526,1559642.105,2034315.789,1491831.579,1.792,0.0
104133,170924,14,6399,170923.529,1367388.235,512770.588,341847.059,854617.647,1196464.706,1.889,0.0
104956,91826,28,6399,1377383.721,1652860.465,1010081.395,1285558.14,1010081.395,642779.07,1.792,0.0
104121,184359,7,6399,184358.571,1474868.571,1290510.0,737434.286,368717.143,184358.571,1.75,0.0
104103,93570,39,6399,187139.843,3462087.098,1684258.588,1216408.98,935699.216,935699.216,1.759,0.0
104102,158712,53,6399,2221966.909,6031053.039,3809086.13,2539390.753,2221966.909,3650374.208,2.265,0.0
104097,19727,6,6399,315636.364,78909.091,39454.545,39454.545,355090.909,39454.545,2.2,0.0
104089,131681,10,6399,131681.333,1580176.0,790088.0,131681.333,263362.667,921769.333,1.667,0.0
104046,143843,14,6399,143842.857,2589171.429,863057.143,431528.571,143842.857,1582271.429,2.1,0.0
104489,95093,26,6399,285280.0,1996960.0,1141120.0,95093.333,380373.333,1236213.333,1.667,0.0
104509,77679,10,6399,155357.143,466071.429,388392.857,77678.571,155357.143,466071.429,1.0,0.0
104555,62955,9,6399,62954.545,440681.818,62954.545,566590.909,62954.545,62954.545,1.571,0.0
104567,60929,6,6399,60928.571,304642.857,60928.571,243714.286,121857.143,60928.571,1.4,0.0
104601,109393,72,6399,875144.901,14549283.986,7657517.887,3828758.944,5360262.521,6454193.648,1.936,0.0
104647,119874,25,6399,599371.875,2397487.5,239748.75,839120.625,2037864.375,958995.0,1.778,0.0
104650,86113,21,6399,172225.833,1205580.833,430564.583,688903.333,947242.083,86112.917,2.4,0.0
104664,108058,4,6399,216116.667,1080583.333,216116.667,648350.0,648350.0,108058.333,3.0,0.0
104730,84867,10,6399,84867.062,1103271.812,424335.312,169734.125,339468.25,424335.312,1.6,0.0
104759,75836,18,6399,75836.0,1895900.0,606688.0,530852.0,455016.0,682524.0,1.5,0.0
104827,60982,8,6399,243927.273,182945.455,121963.636,609818.182,60981.818,60981.818,1.833,0.0
104834,178587,38,6399,357174.073,5000437.018,2500218.509,1607283.327,2143044.436,3571740.727,2.75,0.0
104844,118859,22,6399,356576.471,2377176.471,1426305.882,713152.941,1069729.412,832011.765,1.619,0.0
104845,125627,10,6399,251254.545,502509.091,125627.273,125627.273,502509.091,753763.636,1.571,0.0
104914,181858,15,6399,181857.778,2364151.111,2000435.556,1273004.444,1091146.667,545573.333,1.8,0.0
104933,292377,27,6399,584753.758,6139914.455,584753.758,2339015.03,4093276.303,2631391.909,2.357,0.0
104953,112646,11,6399,112646.154,901169.231,563230.769,675876.923,112646.154,225292.308,1.857,0.0
102251,151725,29,6399,455176.364,7434547.273,1668980.0,1213803.636,2275881.818,3186234.545,2.2,0.0
102220,120500,36,6399,1084498.2,3012495.0,2530495.8,2891995.2,1686997.2,2530495.8,1.356,0.0
102215,102570,20,1753,205139.13,1333404.348,820556.522,410278.261,307708.696,820556.522,1.533,0.0
103440,91250,5,933,182500.0,91250.0,91250.0,456250.0,91250.0,91250.0,1.333,0.0
104001,54182,11,933,108364.706,108364.706,379276.471,54182.353,162547.059,379276.471,1.417,0.0
103910,259525,11,933,259524.615,2595246.154,259524.615,1557147.692,259524.615,1557147.692,1.857,0.0
103893,73618,6,933,73618.0,588944.0,73618.0,515326.0,73618.0,73618.0,1.6,0.0
103711,143333,26,933,1003333.333,2006666.667,573333.333,430000.0,2293333.333,1003333.333,2.0,0.0
103572,73250,2,933,73250.0,146500.0,293000.0,73250.0,73250.0,73250.0,1.333,0.0
103496,74083,6,933,148166.667,296333.333,370416.667,74083.333,74083.333,74083.333,2.0,0.0
103271,82500,2,933,82500.0,165000.0,165000.0,165000.0,82500.0,82500.0,2.0,0.0
104186,136490,8,933,136490.0,682450.0,136490.0,272980.0,409470.0,545960.0,1.25,0.0
103222,108325,20,933,108325.0,2058175.0,649950.0,433300.0,866600.0,649950.0,2.4,0.0
103167,203912,12,933,407824.706,3058685.294,2039123.529,407824.706,203912.353,1019561.765,2.125,0.0
102704,51312,13,933,51311.765,359182.353,102623.529,153935.294,461805.882,256558.824,1.7,0.0
102616,128610,14,933,1028883.048,1671934.952,643051.905,771662.286,900272.667,385831.143,1.105,0.0
102547,62830,18,933,188491.034,1130946.207,376982.069,1005285.517,439812.414,62830.345,2.636,0.0
102461,87000,2,933,174000.0,261000.0,174000.0,87000.0,174000.0,87000.0,2.0,0.0
104141,43056,7,933,688896.0,387504.0,129168.0,731952.0,86112.0,129168.0,3.571,0.0
104202,84954,21,933,84954.04,1614126.76,509724.24,339816.16,934494.44,339816.16,2.273,0.0
102321,64473,6,933,64472.727,322363.636,709200.0,64472.727,64472.727,64472.727,2.2,0.0
104704,60960,8,933,121920.0,121920.0,121920.0,121920.0,60960.0,426720.0,1.667,0.0
100080,148000,5,6399,296000.0,592000.0,444000.0,148000.0,148000.0,148000.0,1.2,0.0
100043,176976,39,6399,1061853.333,6371120.0,1061853.333,530926.667,2654633.333,3716486.667,4.091,0.0
100040,35718,60,6399,750088.5,2321702.5,2071673.0,1393021.5,928681.0,892962.5,1.701,0.0
104896,53762,12,933,53761.538,483853.846,161284.615,107523.077,53761.538,376330.769,1.857,0.0
104868,68238,36,933,409426.071,1364753.571,1364753.571,887089.821,682376.786,887089.821,1.217,0.0
104714,60759,22,933,486075.818,1215189.545,789873.205,972151.636,182278.432,729113.727,1.571,0.0
104583,177300,2,933,177300.0,354600.0,354600.0,354600.0,177300.0,177300.0,2.0,0.0
104205,87135,19,933,174270.968,1481303.226,174270.968,1219896.774,174270.968,1132761.29,1.476,0.0
104500,115500,2,933,115500.0,115500.0,231000.0,115500.0,115500.0,231000.0,2.0,0.0
104463,67045,10,933,335227.273,67045.455,335227.273,134090.909,67045.455,201136.364,1.222,0.0
104389,92775,4,933,278325.0,278325.0,185550.0,92775.0,92775.0,185550.0,1.333,0.0
104339,74667,6,933,149333.333,522666.667,149333.333,373333.333,149333.333,149333.333,1.5,0.0
104325,65304,14,933,391823.04,848949.92,195911.52,783646.08,195911.52,457126.88,1.389,0.0
104232,58167,4,933,174500.0,174500.0,349000.0,58166.667,58166.667,58166.667,1.5,0.0
102441,48900,11,933,48900.0,391200.0,244500.0,146700.0,48900.0,195600.0,1.091,0.0
102289,37000,2,933,37000.0,111000.0,148000.0,37000.0,37000.0,37000.0,4.0,0.0
102208,115956,8,6399,115955.556,579777.778,115955.556,115955.556,231911.111,695733.333,1.286,0.0
104920,61485,45,11500,61485.167,1414158.833,1106733.0,799307.167,1352673.667,430396.167,2.308,0.0
100240,80687,14,933,80686.667,242060.0,645493.333,322746.667,242060.0,80686.667,1.364,0.0
100035,156067,4,933,156066.667,468200.0,156066.667,156066.667,156066.667,780333.333,1.5,0.0
104994,85580,27,11500,684641.116,2310663.767,513480.837,1369282.233,684641.116,1112541.814,1.792,0.0
104960,118100,7,11500,118100.0,1181000.0,1181000.0,118100.0,118100.0,118100.0,2.5,0.0
104942,129177,33,11500,904241.333,3616965.333,1291773.333,1291773.333,1291773.333,1937660.0,2.5,0.0
104921,64567,11,11500,64566.667,1097633.333,451966.667,129133.333,193700.0,581100.0,1.615,0.0
104913,86076,21,11500,430382.262,2237987.762,1549376.143,946840.976,86076.452,1032917.429,2.1,0.0
100637,82123,22,933,164246.154,1396092.308,574861.538,328492.308,246369.231,985476.923,1.857,0.0
104893,63333,14,11500,63333.333,380000.0,63333.333,380000.0,253333.333,253333.333,1.875,0.0
104891,218965,36,11500,437929.167,4379291.667,4379291.667,1313787.5,1532752.083,3284468.75,2.824,0.0
104889,33248,20,11500,365722.729,631702.896,631702.896,232732.646,232732.646,498712.812,1.5,0.0
104864,140527,19,11500,140527.273,2388963.636,983690.909,421581.818,1124218.182,562109.091,1.467,0.0
104859,92660,9,11500,92660.0,833940.0,648620.0,92660.0,277980.0,92660.0,3.333,0.0
104851,83715,22,11500,334861.538,1506876.923,1674307.692,334861.538,418576.923,837153.846,1.95,0.0
100555,56714,18,933,170140.909,340281.818,113427.273,340281.818,510422.727,396995.455,1.294,0.0
100666,66575,4,933,66575.0,66575.0,133150.0,66575.0,66575.0,133150.0,1.0,0.0
102160,179233,25,933,179233.143,4301595.429,4480828.571,537699.429,179233.143,1254632.0,2.333,0.0
101280,46333,3,933,46333.333,46333.333,139000.0,46333.333,46333.333,46333.333,1.0,0.0
101950,100600,2,933,100600.0,201200.0,201200.0,100600.0,301800.0,100600.0,1.5,0.0
101828,98439,13,933,98439.13,1378147.826,590634.783,98439.13,98439.13,1673465.217,2.556,0.0
101753,48704,20,933,48703.846,243519.231,292223.077,292223.077,146111.538,535742.308,1.733,0.0
101622,48667,6,933,48666.667,243333.333,97333.333,97333.333,48666.667,97333.333,1.0,0.0
101478,85967,5,933,85966.667,343866.667,171933.333,85966.667,343866.667,85966.667,1.5,0.0
101326,160967,4,933,160966.667,321933.333,321933.333,160966.667,482900.0,160966.667,1.5,0.0
101259,39500,2,933,39500.0,79000.0,79000.0,39500.0,79000.0,39500.0,2.0,0.0
100719,88175,43,933,88175.364,2645260.909,1234455.091,264526.091,1058104.364,2292559.455,1.964,0.0
101033,75916,19,933,75915.556,2125635.556,2732960.0,151831.111,227746.667,303662.222,3.462,0.0
100967,47000,2,933,47000.0,47000.0,94000.0,47000.0,47000.0,47000.0,1.0,0.0
100962,74000,8,933,74000.0,370000.0,148000.0,222000.0,222000.0,222000.0,1.5,0.0
100954,30500,2,933,30500.0,61000.0,30500.0,30500.0,30500.0,30500.0,1.0,0.0
100829,146019,13,933,292037.053,1314166.737,1752222.316,146018.526,146018.526,1022129.684,3.8,0.0
100784,103464,9,933,103463.636,517318.182,310390.909,310390.909,103463.636,413854.545,1.0,0.0
100105,194333,3,6399,388666.667,194333.333,194333.333,388666.667,194333.333,194333.333,1.5,0.0
100146,65898,6,6399,65898.5,1054376.0,461289.5,461289.5,65898.5,65898.5,1.6,0.0
100187,165568,60,6399,5298192.0,14901165.0,7119445.5,2649096.0,3476938.5,8278425.0,2.549,0.0
101447,181000,4,6399,181000.0,905000.0,543000.0,181000.0,181000.0,362000.0,1.2,0.0
101614,27629,7,6399,27628.9,193402.3,27628.9,138144.5,110515.6,27628.9,1.25,0.0
101590,329100,7,6399,1645500.0,987300.0,1316400.0,329100.0,2303700.0,329100.0,1.5,0.0
101575,51556,12,6399,360888.889,567111.111,618666.667,51555.556,51555.556,309333.333,2.571,0.0
101485,67837,34,6399,67836.842,1085389.474,1356736.842,135673.684,1424573.684,949715.789,2.192,0.0
101457,33267,11,6399,33266.667,299400.0,133066.667,33266.667,232866.667,133066.667,1.875,0.0
101450,70000,8,6399,70000.0,280000.0,560000.0,70000.0,210000.0,70000.0,2.4,0.0
101436,139108,23,6399,139108.333,2643058.333,1251975.0,278216.667,139108.333,3338600.0,2.571,0.0
101738,106872,37,6399,1068724.638,2244321.739,1389342.029,1816831.884,1603086.957,2564939.13,1.865,0.0
101435,221872,9,6399,221872.0,1774976.0,1109360.0,221872.0,221872.0,1109360.0,2.0,0.0
101397,54436,41,6399,1850808.478,1633066.304,489919.891,1741937.391,979839.783,1796372.935,1.878,0.0
101377,83774,24,6399,251322.811,1172839.784,1256614.054,753968.432,837742.703,251322.811,1.423,0.0
101362,82875,20,6399,82875.0,828750.0,414375.0,911625.0,82875.0,1243125.0,1.6,0.0
101304,177735,27,6399,888675.676,3376967.568,1599616.216,533205.405,1955086.486,2488291.892,2.056,0.0
101291,157940,8,6399,157940.0,1263520.0,315880.0,631760.0,473820.0,157940.0,1.111,0.0
101718,134042,56,6399,2546797.0,7774432.947,1474461.421,2546797.0,1474461.421,7238265.158,2.714,0.0
101745,182296,34,6399,546888.12,6015769.32,1276072.28,3645920.8,2734440.6,1458368.32,2.381,0.0
100195,347204,27,6399,347203.922,9027301.961,3472039.216,3819243.137,3819243.137,6596874.51,2.217,0.0
102034,231400,14,6399,231400.0,1851200.0,1157000.0,231400.0,462800.0,2082600.0,2.125,0.0
102187,77333,3,6399,154666.667,232000.0,77333.333,77333.333,154666.667,77333.333,1.5,0.0
102170,275557,7,6399,551114.286,1377785.714,1102228.571,551114.286,275557.143,275557.143,1.75,0.0
102142,122836,30,6399,737018.824,4667785.882,245672.941,859855.294,1474037.647,3685094.118,1.7,0.0
102128,169091,8,6399,507272.727,676363.636,338181.818,169090.909,845454.545,507272.727,1.222,0.0
102107,94286,15,6399,94285.714,1414285.714,377142.857,282857.143,94285.714,1225714.286,1.615,0.0
102050,100026,22,6399,300078.529,1200314.118,400104.706,200052.353,1200314.118,1600418.824,1.7,0.0
101986,242643,7,6399,242642.857,1455857.143,970571.429,242642.857,242642.857,727928.571,1.4,0.0
101755,36327,9,6399,36327.273,108981.818,217963.636,36327.273,108981.818,72654.545,1.375,0.0
101934,153555,24,6399,767777.143,3224664.0,921332.571,767777.143,1535554.286,2149776.0,1.842,0.0
101913,150333,10,6399,150332.667,1352994.0,901996.0,150332.667,751663.333,450998.0,1.25,0.0
101893,30633,8,6399,30633.333,153166.667,275700.0,30633.333,30633.333,30633.333,1.286,0.0
101854,177893,23,6399,533677.778,4091529.63,889462.963,1601033.333,1067355.556,1245248.148,2.25,0.0
101774,240435,5,6399,480870.0,2644785.0,1923480.0,240435.0,240435.0,1202175.0,1.857,0.0
101763,177972,31,6399,177971.837,7296845.306,2491605.714,2491605.714,1957690.204,1779718.367,2.13,0.0
101277,238815,27,6399,716446.154,6209200.0,4537492.308,1194076.923,2149338.462,1432892.308,1.857,0.0
101267,89487,46,6399,805381.862,3847935.563,1252816.23,2416145.586,2058198.092,2058198.092,2.351,0.0
101227,95287,74,6399,1619885.354,3239770.707,3811494.949,5050230.808,4954943.434,5050230.808,1.904,0.0
100314,130360,6,6399,130360.0,1303600.0,782160.0,391080.0,130360.0,130360.0,1.667,0.0
100609,108514,34,6399,759594.915,2278784.746,434054.237,1410676.271,2495811.864,2061757.627,1.967,0.0
100560,82806,14,6399,331225.0,745256.25,662450.0,82806.25,248418.75,331225.0,1.6,0.0
100526,123396,15,6399,123395.652,2591308.696,1110560.87,740373.913,740373.913,246791.304,2.091,0.0
100508,278500,3,6399,278500.0,835500.0,557000.0,278500.0,278500.0,557000.0,1.0,0.0
100437,72844,59,6399,291376.8,3350833.2,1092663.0,3277989.0,2112481.8,1165507.2,2.333,0.0
100317,166313,20,6399,166312.917,2162067.917,332625.833,1663129.167,1995755.0,332625.833,1.846,0.0
100310,106310,25,6399,425240.0,3295610.0,106310.0,425240.0,2338820.0,1382030.0,2.0,0.0
101215,100974,39,6399,100973.983,4240907.276,1817531.69,807791.862,1110713.81,2120453.638,1.526,0.0
100309,127299,44,6399,254597.403,4200857.143,1272987.013,1527584.416,4837350.649,2164077.922,2.75,0.0
100298,270112,8,6399,270112.5,2160900.0,540225.0,810337.5,270112.5,1350562.5,2.0,0.0
100259,263686,7,6399,263685.714,1582114.286,527371.429,527371.429,263685.714,1318428.571,1.4,0.0
100256,169011,3,6399,169011.333,338022.667,338022.667,169011.333,507034.0,169011.333,1.5,0.0
100216,110665,18,6399,110665.217,1549313.043,442660.87,1991973.913,110665.217,110665.217,1.769,0.0
100196,49500,3,6399,49500.0,148500.0,49500.0,49500.0,49500.0,148500.0,2.0,0.0
100615,103823,10,6399,207646.154,311469.231,207646.154,622938.462,103823.077,519115.385,1.857,0.0
100618,212307,12,6399,212307.143,1273842.857,849228.571,1273842.857,212307.143,849228.571,1.556,0.0
100659,215378,7,6399,215377.778,1076888.889,215377.778,646133.333,430755.556,646133.333,1.5,0.0
100680,130941,20,6399,261882.462,3273530.769,392823.692,1702236.0,1047529.846,1964118.462,2.167,0.0
100696,155388,46,6399,1398490.0,9789430.0,3884694.444,2020041.111,5127796.667,2952367.778,2.727,0.0
100717,42301,7,6399,42300.571,253803.429,42300.571,126901.714,84601.143,42300.571,1.0,0.0
100767,93209,9,6399,93208.909,745671.273,186417.818,279626.727,186417.818,559253.455,2.75,0.0
100780,125061,17,6399,375183.333,1500733.333,250122.222,625305.556,875427.778,500244.444,1.636,0.0
100787,114767,2,6399,229533.333,114766.667,229533.333,114766.667,344300.0,114766.667,1.5,0.0
100825,246500,4,6399,246500.0,739500.0,493000.0,246500.0,739500.0,246500.0,1.333,0.0
100858,174929,14,6399,174929.077,3673510.615,1574361.692,1399432.615,524787.231,1049574.462,2.167,0.0
101085,108500,5,6399,108500.0,434000.0,542500.0,108500.0,108500.0,108500.0,3.0,0.0
101110,49714,6,6399,149142.857,198857.143,99428.571,248571.429,99428.571,49714.286,1.75,0.0
101149,71920,8,6399,215759.625,934958.375,359599.375,71919.875,71919.875,791118.625,1.455,0.0
101153,111097,32,6399,444389.972,3555119.775,4110607.239,111097.493,111097.493,3777314.761,1.868,0.0
101161,196902,20,6399,590707.2,2756633.6,1772121.6,196902.4,393804.8,2756633.6,2.083,0.0
101175,184915,9,6399,184915.0,2403895.0,2403895.0,369830.0,184915.0,739660.0,2.222,0.0
102155,81357,7,1753,81357.143,488142.857,406785.714,81357.143,162714.286,81357.143,2.333,0.0
102255,65100,10,1753,65100.0,520800.0,325500.0,65100.0,65100.0,585900.0,1.4,0.0
104832,70519,12,11500,352593.75,564150.0,282075.0,70518.75,352593.75,423112.5,1.333,0.0
100284,48800,4,1859,48800.0,146400.0,97600.0,48800.0,48800.0,244000.0,1.25,0.0
100736,180977,12,1859,180976.667,1809766.667,723906.667,180976.667,542930.0,1266836.667,1.364,0.0
100735,176050,15,1859,528150.0,2464700.0,880250.0,528150.0,1056300.0,1056300.0,1.818,0.0
100600,110000,2,1859,110000.0,220000.0,220000.0,110000.0,220000.0,110000.0,2.0,0.0
100571,320368,29,1859,961104.545,12814727.273,4805522.727,4164786.364,2562945.455,2562945.455,2.75,0.0
100347,94056,33,1859,1316784.0,2727624.0,1598952.0,846504.0,1598952.0,658392.0,2.174,0.0
100325,203459,40,1859,1831128.75,6510680.0,2644963.75,3051881.25,4883010.0,813835.0,2.074,0.0
104980,71000,2,775,71000.0,71000.0,142000.0,71000.0,71000.0,71000.0,1.0,0.0
100811,165897,50,1859,663589.189,8460762.162,9953837.838,1658972.973,5142816.216,7797172.973,1.897,0.0
104915,291000,6,775,291000.0,1455000.0,291000.0,873000.0,291000.0,582000.0,1.5,0.0
104708,34662,4,775,34661.538,381276.923,69323.077,381276.923,34661.538,34661.538,1.3,0.0
104665,74165,20,775,74164.706,1779952.941,593317.647,667482.353,889976.471,370823.529,2.267,0.0
104661,21500,2,775,21500.0,43000.0,21500.0,21500.0,21500.0,21500.0,1.0,0.0
104591,111374,15,775,111373.913,2561600.0,222747.826,111373.913,1559234.783,1002365.217,3.833,0.0
104582,70125,8,775,70125.0,280500.0,140250.0,70125.0,70125.0,350625.0,1.0,0.0
100761,63808,23,1859,1212347.778,1850425.556,1659002.222,446654.444,255231.111,1084732.222,2.0,0.0
100907,57271,11,1859,171814.286,572714.286,171814.286,343628.571,57271.429,229085.714,1.273,0.0
104359,27510,16,775,357626.829,742763.415,412646.341,522685.366,137548.78,55019.512,2.412,0.0
101546,84020,8,1859,84020.379,924224.172,336081.517,1512366.828,588142.655,84020.379,1.526,0.0
102070,148956,45,1859,297912.345,9831107.379,5213466.034,2234342.586,4021816.655,1489561.724,2.719,0.0
102063,169838,11,1859,169837.5,1868212.5,509512.5,679350.0,169837.5,1358700.0,1.333,0.0
102021,104493,27,1859,1253920.909,3343789.091,2194361.591,731453.864,1044934.091,626960.455,2.316,0.0
101997,47103,19,1859,423925.714,989160.0,612337.143,47102.857,753645.714,235514.286,2.188,0.0
101933,147490,10,1859,147490.0,294980.0,294980.0,147490.0,737450.0,442470.0,1.25,0.0
101619,45414,13,1859,90828.182,726625.455,90828.182,499555.0,45414.091,408726.818,1.571,0.0
101513,60099,17,1859,60099.385,1262087.077,360596.308,60099.385,661093.231,480795.077,1.529,0.0
101042,116342,26,1859,930736.842,5584421.053,2210500.0,1512447.368,1745131.579,1163421.053,1.425,0.0
101434,84667,3,1859,84666.667,254000.0,84666.667,84666.667,84666.667,84666.667,1.0,0.0
101399,165940,12,1859,165940.0,829700.0,1825340.0,165940.0,165940.0,331880.0,1.364,0.0
101261,79023,14,1859,237067.957,1422407.739,948271.826,395113.261,474135.913,79022.652,2.556,0.0
101260,69946,19,1859,209837.5,1328970.833,279783.333,349729.167,629512.5,419675.0,1.6,0.0
101211,212333,3,1859,212333.333,424666.667,424666.667,212333.333,212333.333,424666.667,1.0,0.0
101155,124545,8,1859,124545.455,1120909.091,249090.909,996363.636,373636.364,124545.455,1.571,0.0
104478,255357,15,775,2808923.174,2553566.522,2042853.217,255356.652,3064279.826,510713.304,1.353,0.0
104321,58500,2,775,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,1.0,0.0
101103,108000,4,775,108000.0,324000.0,216000.0,108000.0,216000.0,324000.0,1.667,0.0
102059,267257,19,775,2138058.56,4276117.12,801771.96,3207087.84,801771.96,1870801.24,2.083,0.0
102466,96500,2,775,96500.0,193000.0,193000.0,96500.0,96500.0,96500.0,2.0,0.0
102393,18650,3,775,18650.0,37300.0,37300.0,18650.0,18650.0,74600.0,1.333,0.0
102353,103333,3,775,103333.333,206666.667,206666.667,103333.333,103333.333,103333.333,1.0,0.0
102308,86873,9,775,173745.467,868727.333,86872.733,434363.667,694981.867,86872.733,1.875,0.0
102176,57900,6,775,57900.0,115800.0,57900.0,231600.0,57900.0,57900.0,1.0,0.0
102090,200500,6,775,200500.0,1002500.0,401000.0,200500.0,200500.0,1002500.0,2.0,0.0
101892,70373,5,775,562984.444,1125968.889,351865.278,703730.556,774103.611,703730.556,1.241,0.0
102571,129000,8,775,129000.0,645000.0,258000.0,129000.0,129000.0,516000.0,1.0,0.0
101691,64800,4,775,64800.0,324000.0,194400.0,129600.0,64800.0,64800.0,2.5,0.0
101585,111242,9,775,333724.615,1112415.385,111241.538,111241.538,1112415.385,111241.538,1.857,0.0
101510,140633,12,775,140633.333,2390766.667,984433.333,281266.667,703166.667,1406333.333,3.0,0.0
101492,71100,15,775,71100.0,568800.0,426600.0,426600.0,284400.0,213300.0,1.462,0.0
101302,149000,2,775,149000.0,298000.0,149000.0,149000.0,149000.0,149000.0,1.0,0.0
101117,85283,36,775,852830.106,6652074.83,2132075.266,1535094.191,1620377.202,2729056.34,1.808,0.0
102494,125480,17,775,125480.0,2258640.0,250960.0,1882200.0,250960.0,1003840.0,2.5,0.0
102614,204346,11,775,613038.6,2043462.0,204346.2,1634769.6,817384.8,408692.4,1.5,0.0
104305,80886,18,775,404430.0,1536834.0,80886.0,323544.0,1051518.0,727974.0,2.7,0.0
103347,57800,3,775,57800.0,173400.0,57800.0,57800.0,57800.0,57800.0,1.0,0.0
104227,92381,5,775,92380.8,92380.8,92380.8,92380.8,92380.8,369523.2,1.667,0.0
